METADATA

SEPARATOR COMMA
FIELD_LABELS,Class,Order,Family,Subfamily,Genus,Species,Virus name(s)
NC_049374,Caudoviricetes,,,,Skunavirus,Skunavirus sv10W18,Lactococcus phage 10W18
NC_049377,Caudoviricetes,,,,Skunavirus,Skunavirus sv13W11L,Lactococcus phage 13W11L
NC_049373,Caudoviricetes,,,,Skunavirus,Skunavirus sv16W23,Lactococcus phage 16W23
NC_049399,Caudoviricetes,,,,Skunavirus,Skunavirus sv30804,Lactococcus phage 30804
NC_049400,Caudoviricetes,,,,Skunavirus,Skunavirus sv37201,Lactococcus phage 37201
NC_049401,Caudoviricetes,,,,Skunavirus,Skunavirus sv38503,Lactococcus phage 38503
NC_049402,Caudoviricetes,,,,Skunavirus,Skunavirus sv38507,Lactococcus phage 38507
NC_049376,Caudoviricetes,,,,Skunavirus,Skunavirus sv3R16S,Lactococcus phage 3R16S
NC_049403,Caudoviricetes,,,,Skunavirus,Skunavirus sv51701,Lactococcus phage 51701
NC_049404,Caudoviricetes,,,,Skunavirus,Skunavirus sv56003,Lactococcus phage 56003
NC_049405,Caudoviricetes,,,,Skunavirus,Skunavirus sv56301,Lactococcus phage 56301
NC_049406,Caudoviricetes,,,,Skunavirus,Skunavirus sv57001,Lactococcus phage 57001
NC_049407,Caudoviricetes,,,,Skunavirus,Skunavirus sv62601,Lactococcus phage 62601
NC_049408,Caudoviricetes,,,,Skunavirus,Skunavirus sv62605,Lactococcus phage 62605
NC_049409,Caudoviricetes,,,,Skunavirus,Skunavirus sv63302,Lactococcus phage 63302
NC_049410,Caudoviricetes,,,,Skunavirus,Skunavirus sv66901,Lactococcus phage 66901
NC_049411,Caudoviricetes,,,,Skunavirus,Skunavirus sv79201,Lactococcus phage 79201
NC_049412,Caudoviricetes,,,,Skunavirus,Skunavirus sv88605,Lactococcus phage 88605
NC_049446,Caudoviricetes,,,,Skunavirus,Skunavirus sv8V08,Lactococcus phage 8V08
NC_049364,Caudoviricetes,,,,Skunavirus,Skunavirus sv91127,Lactococcus phage 936 group phage Phi91127
NC_049413,Caudoviricetes,,,,Skunavirus,Skunavirus sv96401,Lactococcus phage 96401
NC_049414,Caudoviricetes,,,,Skunavirus,Skunavirus sv96403,Lactococcus phage 96403
NC_049415,Caudoviricetes,,,,Skunavirus,Skunavirus sv96603,Lactococcus phage 96603
NC_022774,Caudoviricetes,,,,Slashvirus,Slashvirus slash,Bacillus phage Slash
NC_028856,Caudoviricetes,,,,Slashvirus,Slashvirus stahl,Bacillus phage Stahl
NC_022767,Caudoviricetes,,,,Slashvirus,Slashvirus staley,Bacillus phage Staley
NC_028777,Caudoviricetes,,,,Slashvirus,Slashvirus stills,Bacillus phage Stills
NC_048782,Caudoviricetes,,,,Sleepyheadvirus,Sleepyheadvirus sleepyhead,Rhodococcus phage Sleepyhead
NC_030936,Caudoviricetes,,,,Smoothievirus,Smoothievirus bachita,Gordonia phage Bachita
NC_030901,Caudoviricetes,,,,Smoothievirus,Smoothievirus clubL,Gordonia phage ClubL
NC_030696,Caudoviricetes,,,,Smoothievirus,Smoothievirus smoothie,Gordonia phage Smoothie
NC_048152,Caudoviricetes,,,,Sonalivirus,Sonalivirus sonali,Arthrobacter phage Sonali
NC_047862,Caudoviricetes,,,,Sortsnevirus,Sortsnevirus IME279,Klebsiella phage vB_KpnS_IME279
NC_048178,Caudoviricetes,,,,Sortsnevirus,Sortsnevirus sortsne,Escherichia phage Sortsne
NC_030698,Caudoviricetes,,,,Soupsvirus,Soupsvirus soups,Gordonia phage Soups
NC_041886,Caudoviricetes,,,,Soupsvirus,Soupsvirus strosahl,Gordonia phage Strosahl
NC_042123,Caudoviricetes,,,,Soupsvirus,Soupsvirus wait,Gordonia phage Wait
NC_042132,Caudoviricetes,,,,Sourvirus,Sourvirus sour,Gordonia phage Sour
NC_023571,Caudoviricetes,,,,Sozzivirus,Sozzivirus S11,Oenococcus phage phiS11
NC_023560,Caudoviricetes,,,,Sozzivirus,Sozzivirus S13,Oenococcus phage phiS13
NC_023559,Caudoviricetes,,,,Sozzivirus,Sozzivirus sv9805,Oenococcus phage phi9805
NC_026597,Caudoviricetes,,,,Sparkyvirus,Sparkyvirus sparky,Mycobacterium phage Sparky
NC_001884,Caudoviricetes,,,,Spbetavirus,Spbetavirus SPbeta,Bacillus phage SPBc2
NC_048631,Caudoviricetes,,,,Spizizenvirus,Spizizenvirus sv105,Bacillus phage phi105
NC_047973,Caudoviricetes,,,,Squashvirus,Squashvirus hyperion,Microbacterium phage Hyperion
NC_047975,Caudoviricetes,,,,Squashvirus,Squashvirus squash,Microbacterium phage Squash
NC_003309,Caudoviricetes,,,,Stanholtvirus,Stanholtvirus E125,Burkholderia phage phiE125
NC_009235,Caudoviricetes,,,,Stanholtvirus,Stanholtvirus sv6442,Burkholderia phage phi644-2
NC_005284,Caudoviricetes,,,,Stanholtvirus,Stanholtvirus sv1026b,Burkholderia phage phi1026b
NC_028768,Caudoviricetes,,,,Steinhofvirus,Steinhofvirus JWX,Achromobacter phage JWX
NC_028834,Caudoviricetes,,,,Steinhofvirus,Steinhofvirus sv8324,Achromobacter phage 83-24
NC_028697,Caudoviricetes,,,,Stonewallvirus,Stonewallvirus A25,Streptococcus phage A25
NC_054726,Caudoviricetes,,,,Stormageddonvirus,Stormageddonvirus Stormageddon,Gordonia phage Stormageddon
NC_048625,Caudoviricetes,,,,Sukhumvitvirus,Sukhumvitvirus T25,Lactobacillus phage T25
NC_008376,Caudoviricetes,,,,Svunavirus,Svunavirus GBSV1,Geobacillus phage GBSV1
NC_009737,Caudoviricetes,,,,Svunavirus,Svunavirus sv1,Bacillus phage 1
NC_054649,Caudoviricetes,,,,Swiduovirus,Swiduovirus swi2,Escherichia phage vB_EcoS_swi2
NC_042092,Caudoviricetes,,,,Tabernariusvirus,Tabernariusvirus tabernarius,Pseudomonas phage tabernarius
NC_048701,Caudoviricetes,,,,Tandoganvirus,Tandoganvirus A403,Anoxybacillus phage A403
NC_041961,Caudoviricetes,,,,Tankvirus,Tankvirus tank,Arthrobacter phage Tank
NC_048843,Caudoviricetes,,,,Tantvirus,Tantvirus tant,vB_FspS_tant8-1
NC_047914,Caudoviricetes,,,,Taranisvirus,Taranisvirus taranis,Faecalibacterium phage FP_Taranis
NC_047990,Caudoviricetes,,,,Terapinvirus,Terapinvirus suzy,Gordonia phage Suzy
NC_031001,Caudoviricetes,,,,Terapinvirus,Terapinvirus terapin,Gordonia phage Terapin
NC_049807,Caudoviricetes,,,,Teubervirus,Teubervirus AM6,Lactococcus phage AM6
NC_049806,Caudoviricetes,,,,Teubervirus,Teubervirus LW31,Lactococcus phage LW31
NC_012663,Caudoviricetes,,,,Teubervirus,Teubervirus P087,Lactococcus phage P087
NC_049808,Caudoviricetes,,,,Teubervirus,Teubervirus P596,Lactococcus phage P596
NC_049805,Caudoviricetes,,,,Teubervirus,Teubervirus Q1,Lactococcus phage phiQ1
NC_031245,Caudoviricetes,,,,Thornevirus,Thornevirus SP15,Bacillus phage SP-15
NC_018853,Caudoviricetes,,,,Tigunavirus,Tigunavirus TG1,Streptomyces phage TG1
NC_019930,Caudoviricetes,,,,Tijeunavirus,Tijeunavirus TJE1,Tetrasphaera phage TJE1
NC_054789,Caudoviricetes,,,,Timshelvirus,Timshelvirus droogsarmy,Mycobacterium phage DroogsArmy
NC_021308,Caudoviricetes,,,,Timshelvirus,Timshelvirus HINdeR,Mycobacterium phage HINdeR
NC_054788,Caudoviricetes,,,,Timshelvirus,Timshelvirus SWU2,Mycobacterium phage SWU2
NC_041983,Caudoviricetes,,,,Timshelvirus,Timshelvirus timshel,Mycobacterium phage Timshel
NC_028865,Caudoviricetes,,,,Tinduovirus,Tinduovirus TIN2,Tsukamurella phage TIN2
NC_028966,Caudoviricetes,,,,Tinduovirus,Tinduovirus TIN3,Tsukamurella phage TIN3
NC_041963,Caudoviricetes,,,,Titanvirus,Titanvirus rcspartan,Rhodobacter phage RcSpartan
NC_029097,Caudoviricetes,,,,Titanvirus,Titanvirus rctitan,Rhodobacter phage RcTitan
NC_047915,Caudoviricetes,,,,Toutatisvirus,Toutatisvirus toutatis,Faecalibacterium phage FP_Toutatis
NC_055039,Caudoviricetes,,,,Triavirus,Triavirus fPfSau02,Staphylococcus phage vB_SauS_fPfSau02
NC_011612,Caudoviricetes,,,,Triavirus,Triavirus IPLA35,Staphylococcus phage phiSauS-IPLA35
NC_055040,Caudoviricetes,,,,Triavirus,Triavirus JS02,Staphylococcus phage vB_SauS_JS02
NC_055041,Caudoviricetes,,,,Triavirus,Triavirus LH1,Staphylococcus phage LH1
NC_055042,Caudoviricetes,,,,Triavirus,Triavirus P240,Staphylococcus phage P240
NC_022758,Caudoviricetes,,,,Triavirus,Triavirus R1988,Staphylococcus phage YMC/09/04/R1988
NC_055043,Caudoviricetes,,,,Triavirus,Triavirus SA137ruMSSAST121PVL,Staphylococcus phage SA137ruMSSAST121PVL
NC_055044,Caudoviricetes,,,,Triavirus,Triavirus SAP11,Staphylococcus phage SAP11
NC_002661,Caudoviricetes,,,,Triavirus,Triavirus SLT,Staphylococcus phage phiSLT
NC_055045,Caudoviricetes,,,,Triavirus,Triavirus st1,Staphylococcus phage phiSa2wa_st1
NC_055046,Caudoviricetes,,,,Triavirus,Triavirus st5,Staphylococcus phage phiSa2wa_st5
NC_055047,Caudoviricetes,,,,Triavirus,Triavirus st30,Staphylococcus phage phiSa2wa_st30
NC_055048,Caudoviricetes,,,,Triavirus,Triavirus st78,Staphylococcus phage phiSa2wa_st78
NC_055049,Caudoviricetes,,,,Triavirus,Triavirus st121mssa,Staphylococcus phage phiSa2wa_st121mssa
NC_021323,Caudoviricetes,,,,Triavirus,Triavirus StauST3982,Staphylococcus phage StauST398-2
NC_009762,Caudoviricetes,,,,Triavirus,Triavirus tp3102,Staphylococcus phage tp310-2
NC_028862,Caudoviricetes,,,,Triavirus,Triavirus tv2,Staphylococcus phage vB_SauS_phi2
NC_004616,Caudoviricetes,,,,Triavirus,Triavirus tv12,Staphylococcus phage phi 12
NC_007054,Caudoviricetes,,,,Triavirus,Triavirus tv47,Staphylococcus phage 47
NC_055038,Caudoviricetes,,,,Triavirus,Triavirus tv15644,Staphylococcus phage SH-St 15644
NC_011344,Caudoviricetes,,,,Triavirus,Triavirus tv2958PVL,Staphylococcus phage phi2958PVL
NC_007053,Caudoviricetes,,,,Triavirus,Triavirus tv3a,Staphylococcus phage 3A
NC_007052,Caudoviricetes,,,,Triavirus,Triavirus tv42e,Staphylococcus phage 42e
NC_023602,Caudoviricetes,,,,Trigintaduovirus,Trigintaduovirus 32HC,Mycobacterium phage 32HC
NC_051725,Caudoviricetes,,,,Trigintaduovirus,Trigintaduovirus rem711,Mycobacterium phage Rem711
NC_042040,Caudoviricetes,,,,Trinavirus,Trinavirus trina,Rhodococcus phage Trina
NC_047991,Caudoviricetes,,,,Trinevirus,Trinevirus trine,Gordonia phage Trine
NC_049470,Caudoviricetes,,,,Triplejayvirus,Triplejayvirus tripleJ,Arthrobacter phage TripleJ
NC_054805,Caudoviricetes,,,,Turbidovirus,Turbidovirus anselm,Mycobacterium phage Anselm
NC_054806,Caudoviricetes,,,,Turbidovirus,Turbidovirus benvolio,Mycobacterium phage Benvolio
NC_054807,Caudoviricetes,,,,Turbidovirus,Turbidovirus bugsy,Mycobacterium phage Bugsy
NC_054808,Caudoviricetes,,,,Turbidovirus,Turbidovirus centaur,Mycobacterium phage Centaur
NC_031263,Caudoviricetes,,,,Turbidovirus,Turbidovirus evilgenius,Mycobacterium phage EvilGenius
NC_054809,Caudoviricetes,,,,Turbidovirus,Turbidovirus fameo,Mycobacterium phage Fameo
NC_054810,Caudoviricetes,,,,Turbidovirus,Turbidovirus georgie2,Mycobacterium phage Georgie2
NC_054811,Caudoviricetes,,,,Turbidovirus,Turbidovirus heffalump,Mycobacterium phage Heffalump
NC_054812,Caudoviricetes,,,,Turbidovirus,Turbidovirus joshkayV,Mycobacterium phage JoshKayV
NC_028877,Caudoviricetes,,,,Turbidovirus,Turbidovirus larenn,Mycobacterium phage Larenn
NC_054813,Caudoviricetes,,,,Turbidovirus,Turbidovirus malec,Mycobacterium phage Malec
NC_028794,Caudoviricetes,,,,Turbidovirus,Turbidovirus piro94,Mycobacterium phage Piro94
NC_023707,Caudoviricetes,,,,Turbidovirus,Turbidovirus turbido,Mycobacterium phage Turbido
NC_054393,Caudoviricetes,,,,Typhavirus,Typhavirus typha,Mycobacterium phage Typha
NC_004775,Caudoviricetes,,,,Uetakevirus,Uetakevirus epsilon15,Salmonella phage Epsilon15
NC_007804,Caudoviricetes,,,,Uetakevirus,Uetakevirus phiV10,Escherichia phage phiV10
NC_016761,Caudoviricetes,,,,Uetakevirus,Uetakevirus SPN1S,Salmonella phage SPN1S
NC_055050,Caudoviricetes,,,,Uwajimavirus,Uwajimavirus PLgW1,Lactococcus phage PLgW-1
NC_048155,Caudoviricetes,,,,Vashvirus,Vashvirus lilbooboo,Streptomyces phage Lilbooboo
NC_048154,Caudoviricetes,,,,Vashvirus,Vashvirus vash,Streptomyces phage Vash
NC_021861,Caudoviricetes,,,,Vedamuthuvirus,Vedamuthuvirus BM13,Lactococcus phage BM13
NC_049812,Caudoviricetes,,,,Vedamuthuvirus,Vedamuthuvirus P1045,Lactococcus phage P1045
NC_049809,Caudoviricetes,,,,Vedamuthuvirus,Vedamuthuvirus Q33,Lactococcus phage Q33
NC_049810,Caudoviricetes,,,,Vedamuthuvirus,Vedamuthuvirus vv50902,Lactococcus phage 50902
NC_049811,Caudoviricetes,,,,Vedamuthuvirus,Vedamuthuvirus vv62503,Lactococcus phage 62503
NC_005345,Caudoviricetes,,,,Veewebvirus,Veewebvirus vwb,Streptomyces phage VWB
NC_054772,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus babyboy,Mycobacterium phage BabyRay
NC_021533,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus BTCU1,Mycobacterium phage BTCU-1
NC_042328,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus heldan,Mycobacterium phage HelDan
NC_054771,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus MA5,Mycobacterium phage MA5
NC_024148,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus phantastic,Mycobacterium phage Phantastic
NC_054773,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus pistachio,Mycobacterium phage Pistachio
NC_042036,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus rockstar,Mycobacterium phage Rockstar
NC_054770,Caudoviricetes,,,,Veracruzvirus,Veracruzvirus veracruz,Mycobacterium phage Veracruz
NC_019722,Caudoviricetes,,,,Vhmlvirus,Vhmlvirus mar,Vibrio phage vB_VpaM_MAR
NC_004456,Caudoviricetes,,,,Vhmlvirus,Vhmlvirus VHML,Vibrio phage VHML
NC_027981,Caudoviricetes,,,,Vhmlvirus,Vhmlvirus VP585,Vibrio phage VP585
NC_041868,Caudoviricetes,,,,Vhulanivirus,Vhulanivirus Shpa,Paracoccus phage Shpa
NC_049465,Caudoviricetes,,,,Vibakivirus,Vibakivirus vibaki,Arthrobacter phage Vibaki
NC_042107,Caudoviricetes,,,,Vicosavirus,Vicosavirus NV1,Pseudomonas phage NV1
NC_018850,Caudoviricetes,,,,Vicosavirus,Vicosavirus UFVP2,Pseudomonas phage UFV-P2
NC_042120,Caudoviricetes,,,,Vidquintavirus,Vidquintavirus Vid5,Pantoea phage vB_PagS_Vid5
NC_019541,Caudoviricetes,,,,Vieuvirus,Vieuvirus B1251,Acinetobacter phage YMC/09/02/B1251
NC_041866,Caudoviricetes,,,,Vieuvirus,Vieuvirus R3177,Acinetobacter phage YMC11/11/R3177
NC_042045,Caudoviricetes,,,,Vividuovirus,Gordonia virus Lennon,Gordonia phage Lennon
NC_055773,Caudoviricetes,,,,Vividuovirus,Vividuovirus ailee,Gordonia phage Ailee
NC_055762,Caudoviricetes,,,,Vividuovirus,Vividuovirus angelicage,Gordonia phage Angelicage
NC_055856,Caudoviricetes,,,,Vividuovirus,Vividuovirus barsten,Gordonia phage Barsten
NC_055774,Caudoviricetes,,,,Vividuovirus,Vividuovirus bibwit,Gordonia phage Bibwit
NC_042108,Caudoviricetes,,,,Vividuovirus,Vividuovirus brandonk123,Gordonia phage Brandonk123
NC_055775,Caudoviricetes,,,,Vividuovirus,Vividuovirus fosterous,Gordonia phage Fosterous
NC_055803,Caudoviricetes,,,,Vividuovirus,Vividuovirus galadriel,Gordonia phage Galadriel
NC_055776,Caudoviricetes,,,,Vividuovirus,Vividuovirus geodirt,Gordonia phage Geodirt
NC_055818,Caudoviricetes,,,,Vividuovirus,Vividuovirus jabberwocky,Gordonia phage Jabberwocky
NC_055819,Caudoviricetes,,,,Vividuovirus,Vividuovirus keitabear,Gordonia phage Keitabear
NC_055864,Caudoviricetes,,,,Vividuovirus,Vividuovirus love,Gordonia phage Love
NC_055808,Caudoviricetes,,,,Vividuovirus,Vividuovirus mckinley,Gordonia phage McKinley
NC_055777,Caudoviricetes,,,,Vividuovirus,Vividuovirus nordenberg,Gordonia phage Nordenberg
NC_055859,Caudoviricetes,,,,Vividuovirus,Vividuovirus paries,Gordonia phage Paries
NC_055753,Caudoviricetes,,,,Vividuovirus,Vividuovirus rofo,Gordonia phage Rofo
NC_055778,Caudoviricetes,,,,Vividuovirus,Vividuovirus stultus,Gordonia phage Stultus
NC_055779,Caudoviricetes,,,,Vividuovirus,Vividuovirus tangent,Gordonia phage Tangent
NC_031239,Caudoviricetes,,,,Vividuovirus,Vividuovirus vivi2,Gordonia phage Vivi2
NC_028748,Caudoviricetes,,,,Waukeshavirus,Waukeshavirus BMBtp3,Bacillus phage vB_BtS_BMBtp3
NC_025424,Caudoviricetes,,,,Waukeshavirus,Waukeshavirus waukesha92,Bacillus phage Waukesha92
NC_007734,Caudoviricetes,,,,Wbetavirus,Wbetavirus wbeta,Bacillus phage Wbeta
NC_041887,Caudoviricetes,,,,Weaselvirus,Weaselvirus weasel,Rhodococcus phage Weasels2
NC_048784,Caudoviricetes,,,,Whackvirus,Whackvirus whack,Rhodococcus phage Whack
NC_027120,Caudoviricetes,,,,Whiteheadvirus,Whiteheadvirus wv1358,Lactococcus phage 1358
NC_025441,Caudoviricetes,,,,Wifcevirus,Wifcevirus ECML117,Escherichia phage ECML-117
NC_048073,Caudoviricetes,,,,Wifcevirus,Wifcevirus FEC19,Escherichia phage FEC19
NC_048195,Caudoviricetes,,,,Wifcevirus,Wifcevirus WFC,Escherichia phage vB_EcoM_WFC
NC_048194,Caudoviricetes,,,,Wifcevirus,Wifcevirus WFH,Escherichia phage vB_EcoM_WFH
NC_055798,Caudoviricetes,,,,Wizardvirus,Wizardvirus Arri,Gordonia phage Arri
NC_055804,Caudoviricetes,,,,Wizardvirus,Wizardvirus bakery,Gordonia phage Bakery
NC_055797,Caudoviricetes,,,,Wizardvirus,Wizardvirus barb,Gordonia phage Barb
NC_055751,Caudoviricetes,,,,Wizardvirus,Wizardvirus danyall,Gordonia phage Danyall
NC_055843,Caudoviricetes,,,,Wizardvirus,Wizardvirus evamon,Gordonia phage Evamon
NC_055816,Caudoviricetes,,,,Wizardvirus,Wizardvirus fireball,Gordonia phage Fireball
NC_055857,Caudoviricetes,,,,Wizardvirus,Wizardvirus jambalaya,Gordonia phage Jambalaya
NC_055752,Caudoviricetes,,,,Wizardvirus,Wizardvirus kimmyK,Gordonia phage KimmyK
NC_055785,Caudoviricetes,,,,Wizardvirus,Wizardvirus mutzi,Gordonia phage Mutzi
NC_055810,Caudoviricetes,,,,Wizardvirus,Wizardvirus nubi,Gordonia phage Nubi
NC_055920,Caudoviricetes,,,,Wizardvirus,Wizardvirus phlop,Gordonia phage Phlop
NC_055861,Caudoviricetes,,,,Wizardvirus,Wizardvirus portcullis,Gordonia phage Portcullis
NC_055805,Caudoviricetes,,,,Wizardvirus,Wizardvirus rogerdodger,Gordonia phage RogerDodger
NC_055795,Caudoviricetes,,,,Wizardvirus,Wizardvirus smokingbunny,Gordonia phage SmokingBunny
NC_055765,Caudoviricetes,,,,Wizardvirus,Wizardvirus tillybobjoe,Gordonia phage TillyBobJoe
NC_031052,Caudoviricetes,,,,Wizardvirus,Wizardvirus twister6,Gordonia phage Twister6
NC_055799,Caudoviricetes,,,,Wizardvirus,Wizardvirus valary,Gordonia phage Valary
NC_055796,Caudoviricetes,,,,Wizardvirus,Wizardvirus vandewege,Gordonia phage VanDeWege
NC_030913,Caudoviricetes,,,,Wizardvirus,Wizardvirus wizard,Gordonia phage Wizard
NC_030905,Caudoviricetes,,,,Woesvirus,Woesvirus woes,Gordonia phage Woes
NC_070933,Caudoviricetes,,,,Wolominvirus,Wolominvirus OH,Ochrobactrum phage vB_OspP_OH
NC_028818,Caudoviricetes,,,,Woodruffvirus,Woodruffvirus TP1604,Streptomyces phage TP1604
NC_028974,Caudoviricetes,,,,Woodruffvirus,Woodruffvirus YDN12,Streptomyces phage YDN12
NC_015466,Caudoviricetes,,,,Xiamenvirus,Xiamenvirus RDJL1,Roseobacter phage RDJL Phi 1
NC_041958,Caudoviricetes,,,,Xiamenvirus,Xiamenvirus RDJL2,Roseobacter phage RDJL Phi 2
NC_007709,Caudoviricetes,,,,Xipdecavirus,Xipdecavirus OP1,Xanthomonas phage OP1
NC_009543,Caudoviricetes,,,,Xipdecavirus,Xipdecavirus Xop411,Xanthomonas phage Xop411
NC_004902,Caudoviricetes,,,,Xipdecavirus,Xipdecavirus Xp10,Xanthomonas phage Xp10
NC_048193,Caudoviricetes,,,,Xuquatrovirus,Xuquatrovirus PTXU04,Escherichia phage PTXU04
NC_054783,Caudoviricetes,,,,Yeceytrevirus,Yeceytrevirus yecey3,Mycobacterium phage Yecey3
NC_020082,Caudoviricetes,,,,Yokohamavirus,Yokohamavirus MSW3,Edwardsiella phage MSW-3
NC_021342,Caudoviricetes,,,,Yokohamavirus,Yokohamavirus PEi21,Edwardsiella phage PEi21
NC_047815,Caudoviricetes,,,,Yoloswagvirus,Yoloswagvirus yoloswag,Erwinia phage vB_EamM_Yoloswag
NC_009231,Caudoviricetes,,,,Yongloolinvirus,Yongloolinvirus C2,Clostridioides phage phiC2
NC_024144,Caudoviricetes,,,,Yongloolinvirus,Yongloolinvirus CDMH1,Clostridium phage CDMH1
NC_028883,Caudoviricetes,,,,Yongloolinvirus,Yongloolinvirus MMP01,Clostridium phage phiMMP01
NC_028959,Caudoviricetes,,,,Yongloolinvirus,Yongloolinvirus MMP03,Clostridium phage phiMMP03
NC_031230,Caudoviricetes,,,,Yvonnevirus,Gordonia virus Yvonnetastic,Gordonia phage Yvonnetastic
NC_047992,Caudoviricetes,,,,Zetavirus,Zetavirus zeta1847,Microbacterium phage Zeta1847
NC_070727,Caudoviricetes,,,,Zhangqianvirus,Zhangqianvirus IME1354,Staphylococcus virus IME1354_01
NC_053249,Caudoviricetes,,,,Zitchvirus,Zitchvirus verity,Gordonia phage Verity
NC_053248,Caudoviricetes,,,,Zitchvirus,Zitchvirus zipp,Gordonia phage Zipp
NC_053247,Caudoviricetes,,,,Zitchvirus,Zitchvirus zitch,Gordonia phage Zitch
NC_001806,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Simplexvirus,Simplexvirus humanalpha1,human alphaherpesvirus 1; herpes simplex virus type 1
OP413838,Caudoviricetes,Nakonvirales,Ahpuchviridae,,Kisinvirus,Kisinvirus pescaderoense,
OP880252,Caudoviricetes,Nakonvirales,Ekchuahviridae,,Kukulkanvirus,Kukulkanvirus guaymasense,
OP880253,Caudoviricetes,Nakonvirales,Ekchuahviridae,,Kukulkanvirus,Kukulkanvirus mexicoense,
ON649698,Caudoviricetes,Juravirales,Yanlukaviridae,,Sweetvirus,Sweetvirus yangshanense,
ON649699,Caudoviricetes,Juravirales,Yangangviridae,,Nohelivirus,Nohelivirus yangshanense,
ON649700,Caudoviricetes,Juravirales,Yangangviridae,,Senitvirus,Senitvirus yangshanense,
ON649701,Caudoviricetes,Juravirales,Yangangviridae,,Mathaucavirus,Mathaucavirus yangshanense,
ON649702,Caudoviricetes,Magrovirales,Aoguangviridae,,Aobingvirus,Aobingvirus yangshanense,
BK063679,Caudoviricetes,Methanobavirales,Kairosviridae,,Nadirvirus,Nadirvirus capraenecum,
BK063678,Caudoviricetes,Methanobavirales,Armatusviridae,,Ariesvirus,Ariesvirus gravis,
BK063677,Caudoviricetes,Methanobavirales,Pigerviridae,,Somnumvirus,Somnumvirus timidum,
OR863078,Caudoviricetes,Magrovirales,Apasviridae,,Agnivirus,Agnivirus brisbanense,
PP497039,Caudoviricetes,Magrovirales,Krittikaviridae,,Velanvirus,Velanvirus brisbanense,
PP497040,Caudoviricetes,Adrikavirales,Satyavativiridae,,Vyasavirus,Vyasavirus brisbanense,
PP537965,Caudoviricetes,Methanobavirales,Usuviridae,,Manusuvirus,Manusuvirus methanobrevibacteri,
BK068243,Caudoviricetes,Methanobavirales,Usuviridae,,Hewusuvirus,Hewusuvirus methanobrevibacteri,
OR769218,Caudoviricetes,Grandevirales,Lakviridae,Quingentivirinae,Vetruanivirus,Vetruanivirus porcinprimi,
OR769219,Caudoviricetes,Grandevirales,Lakviridae,Quingentivirinae,Vetruanivirus,Vetruanivirus porcinsecundi,
OR769222,Caudoviricetes,Grandevirales,Lakviridae,Quadringentisvirinae,Hatfieldvirus,Hatfieldvirus porci,
OR769223,Caudoviricetes,Grandevirales,Epsomviridae,Sescentorumvirinae,Wendovervirus,Wendovervirus sonii,
NC_070758,Caudoviricetes,Autographivirales,Autonotataviridae,Melnykvirinae,Youngvirus,Youngvirus G1,Vibrio phage vB_VpP_G1
NC_071009,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Teetrevirus,Teetrevirus RPN15,Salmonella phage vB_SAg-RPN15
NC_071037,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Berlinvirus,Berlinvirus RN5i1,Salmonella phage vB_STy-RN5i1
NC_025457,Caudoviricetes,Autographivirales,Autoscriptoviridae,Beijerinckvirinae,Daemvirus,Daemvirus acibel007,Acinetobacter phage vB_AbaP_Acibel007
