genome_accn,genome_name,genome_length,total_proteins,taxonomy_string
NC_054992,"Lactococcus phage 37203, complete genome",22029,38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv37203
NC_054993,"Lactococcus phage 50102, complete genome",22242,38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv50102
NC_054994,"Lactococcus phage 50504, complete genome",21562,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv50504
NC_054995,"Lactococcus phage 5171F, complete genome",21078,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv5171F
NC_054996,"Lactococcus phage 62402, complete genome",21980,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv62402
NC_054997,"Lactococcus phage 62403, complete genome",21704,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv62403
NC_054998,"Lactococcus phage 62606, complete genome",22185,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus cv62606
NC_054999,"Lactococcus phage vB_LLc_bIBB14, complete genome",21710,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus bIBB14
NC_055000,"Lactococcus phage vB_Llc_bIBBA3, complete genome",21906,39,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus bIBBA3
NC_055001,"Lactococcus phage vB_Llc_bIBBAm4, complete genome",22703,38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus bIBBAm4
NC_055002,"Lactococcus phage vB_Llc_bIBBE1, complete genome",21749,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus bIBBE1
NC_055003,"Lactococcus phage vB_Llc_bIBB12, complete genome",21458,36,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus bIBBL12
NC_055004,"Lactococcus phage vB_Llc_bIBBp6/4, complete genome",22220,39,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus bIBBp64
NC_055005,"Lactococcus phage vB_Llc_bIBB94p4, complete genome",21834,38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus blBB94p4
NC_055006,"Lactococcus phage CHPC116, complete genome",21869,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC116
NC_055007,"Lactococcus phage CHPC122, complete genome",22109,41,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC122
NC_055008,"Lactococcus phage CHPC966, partial genome",21749,37,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC966
NC_055009,"Lactococcus phage CHPC967, complete genome",22405,41,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC967
NC_055010,"Lactococcus phage CHPC972, complete genome",23281,40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC972
NC_055011,"Lactococcus phage CHPC1020, complete genome",22410,36,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC1020
NC_055012,"Lactococcus phage CHPC1170, complete genome",21746,40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC1170
NC_055013,"Lactococcus phage CHPC1182, complete genome",20751,34,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC1182
NC_055014,"Lactococcus phage CHPC1183, complete genome",20030,40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC1183
NC_055015,"Lactococcus phage CHPC1242, partial genome",21144,35,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus CHPC1242
NC_055016,"Lactococcus phage vB_LacS_15, complete genome",21006,34,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus LacS15
NC_055017,"Lactococcus phage PC_B1, complete genome",22099,36,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus PCB1
NC_055018,"Lactococcus phage PC_S1, complete genome",21629,36,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceduovirus; Ceduovirus PCS1
NC_055019,"Staphylococcus phage phiSP44-1, complete genome",42565,66,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus SP441
NC_055020,"Staphylococcus phage SN8, complete genome",39803,69,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus SN8
NC_055021,"Staphylococcus phage SP120 DNA, complete genome",40530,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus SP120
NC_055022,"Staphylococcus phage SP197 DNA, complete genome",41149,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus SP197
NC_055023,"Staphylococcus phage SP276 DNA, complete genome",40147,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus SP276
NC_055024,"Staphylococcus phage SpT152, complete genome",41087,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus SpT152
NC_055025,"Staphylococcus phage vB_SpsM_WIS42, complete genome",40093,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Coventryvirus; Coventryvirus WIS42
NC_055026,"Ralstonia phage Dina, complete genome",39161,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Dinavirus; Dinavirus dina
NC_055027,"Lactococcus phage CHPC971, complete genome",54381,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fremauxvirus; Fremauxvirus CHPC971
NC_055028,"Paenibacillus phage C7Cdelta, complete genome",55774,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Halcyonevirus; Halcyonevirus C7Cdelta
NC_055029,"Paenibacillus phage Halcyone, complete genome",55560,90,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Halcyonevirus; Halcyonevirus halcyone
NC_055030,"Paenibacillus phage Scottie, complete genome",55990,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Halcyonevirus; Halcyonevirus scottie
NC_055031,"Paenibacillus phage Unity, complete genome",50316,78,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Halcyonevirus; Halcyonevirus unity
NC_055032,"Arthrobacter phage LiSara, complete genome",60137,96,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Laroyevirus; Laroyevirus lisara
NC_055033,"Arthrobacter phage Salgado, complete genome",59807,99,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Laroyevirus; Laroyevirus salgado
NC_055034,"Arthrobacter phage Wheelbite, complete genome",59879,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Laroyevirus; Laroyevirus wheelbite
NC_055035,"Fusobacterium phage Fnu1, complete genome",130914,181,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Latrobevirus; Latrobevirus FNU1
NC_055036,"Staphylococcus phage IME1348_01, complete genome",42371,63,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rockefellervirus; Rockefellervirus IME134801
NC_055037,"Leuconostoc phage phiMH1, partial genome",38709,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Seongbukvirus; Seongbukvirus MH1
NC_055038,"Staphylococcus phage SH-St 15644, complete genome",45111,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus tv15644
NC_055039,"Staphylococcus phage vB_SauS_fPfSau02, complete genome",45108,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus fPfSau02
NC_055040,"Staphylococcus phage vB_SauS_JS02 DNA, complete genome",46435,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus JS02
NC_055041,"Staphylococcus phage LH1, complete genome",46048,57,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus LH1
NC_055042,"Staphylococcus phage P240, complete genome",45985,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus P240
NC_055043,"Staphylococcus phage SA137ruMSSAST121PVL, complete genome",45999,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus SA137ruMSSAST121PVL
NC_055044,"Staphylococcus phage SAP11, complete genome",45346,63,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus SAP11
NC_055045,"Staphylococcus phage phiSa2wa_st1, complete genome",45585,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus st1
NC_055046,"Staphylococcus phage phiSa2wa_st5, complete genome",44823,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus st5
NC_055047,"Staphylococcus phage phiSa2wa_st30, complete genome",45780,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus st30
NC_055048,"Staphylococcus phage phiSa2wa_st78, complete genome",45878,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus st78
NC_055049,"Staphylococcus phage phiSa2wa_st121mssa, complete genome",45621,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus st121mssa
NC_055050,"Lactococcus phage PLgW-1, complete genome",30189,56,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Uwajimavirus; Uwajimavirus PLgW1
NC_055706,"Azobacteroides phage ProJPt-Bp1 DNA, complete sequence",99517,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Suoliviridae; Dechshavirus; Dechshavirus japanensis
NC_055707,"Mycobacterium phage HC DNA, complete genome",46305,78,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chebruvirinae; Brujitavirus; Brujitavirus HC
NC_055708,"Enterobacteria phage ATK47, complete genome",170020,209,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Mosigvirus; Mosigvirus atk47
NC_055709,"Escherichia phage phiE142, complete genome",121442,194,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Carettavirus; Carettavirus e142
NC_055710,"Synechococcus phage S-CAM22 isolate 0210CC35, complete genome",172230,214,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Alisovirus; Alisovirus socal22
NC_055711,"Pseudomonas phage PaMx41, complete genome",43490,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fredfastierviridae; Jamesmcgillvirus; Jamesmcgillvirus PaMx41
NC_055712,"Escherichia phage phT4A, partial genome",171598,257,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Slopekvirus; Slopekvirus pht4A
NC_055713,"Shigella phage KNP5, genome",193624,278,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus knp5
NC_055714,"Mycobacterium phage Fortunato, complete genome",70679,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bclasvirinae; Coopervirus; Coopervirus fortunato
NC_055715,"Klebsiella phage KPV15, complete genome",167034,299,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Jiaodavirus; Jiaodavirus kppv15
NC_055716,"Yersinia phage fHe-Yen9-01, complete genome",167773,280,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tegunavirus; Tegunavirus fheyen901
NC_055717,"Vibrio phage pVco-5, complete genome",74325,126,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Vicoquintavirus; Vicoquintavirus Pvco5
NC_055718,"Escherichia phage phiC120, complete genome",186570,281,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Mosigvirus; Mosigvirus c120
NC_055719,"Synechococcus phage S-H35, complete genome",174231,204,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Shandvirus; Shandvirus sh35
NC_055720,"Pseudomonas phage PspYZU05, complete genome",166442,224,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Jiangsuvirus; Jiangsuvirus pspyzu05
NC_055721,"Escherichia phage EcS1 DNA, complete sequence",175437,295,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Kagamiyamavirus; Kagamiyamavirus ecs1
NC_055722,"Burkholderia phage FLC5 DNA, complete genome",32090,45,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Kisquattuordecimvirus; Kisquattuordecimvirus FLC5
NC_055723,"Yersinia phage fPS-90 genome assembly, chromosome: I",167132,271,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus fps90
NC_055724,"Yersinia phage fPS-65 genome assembly, chromosome: I",167058,268,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus fps65
NC_055726,"Cronobacter phage Pet-CM3-4 genome assembly, chromosome: I",171975,279,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Karamvirus; Karamvirus petcm34
NC_055727,"Proteus phage PM2, partial genome",163469,257,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Bragavirus; Bragavirus pm2
NC_055728,"Serratia phage X20, complete genome",172450,277,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Winklervirus; Winklervirus xtwenty
NC_055729,"Uncultured Caudovirales phage clone 2F_1, complete genome",32618,42,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Bracchivirus; Bracchivirus U2F1
NC_055730,"Mycobacterium phage Geralt, complete genome",55765,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus geralt
NC_055731,"Gordonia phage Kabluna, complete genome",65869,95,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zierdtviridae; Emilbogenvirinae; Kablunavirus; Kablunavirus kabluna
NC_055732,"Gordonia phage Patio, complete genome",66251,90,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zierdtviridae; Emilbogenvirinae; Skysandvirus; Skysandvirus patio
NC_055733,"Aeromonas phage Ah1, complete genome",221116,332,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Cinqassovirus; Cinqassovirus ah1
NC_055734,"Shigella phage phi25-307, complete genome",167544,266,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Mosigvirus; Mosigvirus 25307
NC_055735,"Vibrio phage 1.238.A._10N.261.52.F10, partial genome",70494,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Pariacacavirus; Pariacacavirus 1238A
NC_055736,"Vibrio phage 1.245.O._10N.261.54.C7, partial genome",71702,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Pariacacavirus; Pariacacavirus 1245O
NC_055737,"Proteus phage phiP4-3, complete genome",167849,270,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Bragavirus; Bragavirus p43
NC_055738,"Gordonia phage Flapper, complete genome",67527,96,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zierdtviridae; Emilbogenvirinae; Gruunavirus; Gruunavirus flapper
NC_055739,"Enterobacter phage myPSH1140, complete genome",172614,240,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Karamvirus; Karamvirus mypsh1140
NC_055740,"Enterobacteria phage vB_EcoM_IME281, complete genome",170531,276,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Dhakavirus; Dhakavirus ime281
NC_055741,"Enterobacteria phage vB_EcoM_IME339, complete genome",164366,255,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus ecomim339
NC_055742,"Enterobacteria phage vB_EcoM_IME341, complete genome",172379,273,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Dhakavirus; Dhakavirus ime348
NC_055743,"Erwinia phage Cronus, complete genome",175774,291,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Roskildevirus; Roskildevirus cronus
NC_055744,"Synechococcus phage S-B64, complete genome",151867,156,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Shandvirus; Shandvirus sb64
NC_055745,"Gordonia phage Petra, complete genome",52304,89,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jujuvirus; Jujuvirus petra
NC_055746,"Aeromonas phage 50AhydR13PP, complete genome",164983,245,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tulanevirus; Tulanevirus 50ahydr13pp
NC_055747,"Aeromonas phage 60AhydR15PP, complete genome",165795,247,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tulanevirus; Tulanevirus 60ahydrpp
NC_055748,"Klebsiella phage Mineola, complete genome",166130,276,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Jiaodavirus; Jiaodavirus mineola
NC_055749,"Escherichia phage SF, complete genome",168695,262,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Mosigvirus; Mosigvirus sf
NC_055750,"Mycobacterium phage KingTut, complete genome",64827,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bclasvirinae; Pegunavirus; Pegunavirus kingtut
NC_055751,"Gordonia phage Danyall, complete genome",58695,95,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Wizardvirus; Wizardvirus danyall
NC_055752,"Gordonia phage KimmyK, complete genome",58755,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Wizardvirus; Wizardvirus kimmyK
NC_055753,"Gordonia phage Rofo, complete genome",58767,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vividuovirus; Vividuovirus rofo
NC_055754,"Gordonia phage Frokostdame, complete genome",52531,84,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jujuvirus; Jujuvirus frokostdame
NC_055755,"Gordonia phage NatB6, complete genome",67081,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zierdtviridae; Emilbogenvirinae; Foxborovirus; Foxborovirus NatB6
NC_055756,"MAG: CrAssphage sp. isolate ctcc615, complete genome",90023,80,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Intestiviridae; Obtuvirinae; Wotdevirus; Wotdevirus murinus
